id_inicio,player_name,team,minute,second,tipo_inicio,num_eventos,progressao_x,duracao_s,terminou_chute,xg_final,sucesso,dist_gol_defensor_proximo,dist_gol_atacante_avancado,diferencial_profundidade,num_defensores_entre_bola_gol,largura_linha_defensiva,dist_bola_gol,superioridade_terco_ofensivo,competicao,fm_edicao,match_id,atac_fm_nome,atac_fm_sim,atac_match_ok,pace_atacante,acceleration_atacante,stamina_atacante,pace_defensor,acceleration_defensor,diferencial_pace,diferencial_acceleration
18f0bf5c-cacd-4a9b-a72f-f2ec8e667966,Oleksandr Karavaev,Ukraine,93,5,Pass,5,13.2,2.0,False,0.0,False,70.60341482382857,77.45694193788823,-7.965068341235323,7.0,17.707288097773727,92.40822474217325,0.0,Euro 2020,2021,3788758,Olexandr Karavaev,0.914,True,14.0,14.0,13.0,12.6,12.8,1.4000000000000004,1.1999999999999993
87cac27c-3dfc-47da-a475-ca58e84d0b25,N'Golo Kanté,France,53,48,Pass,8,33.3,4.0,False,0.0,False,67.74319112531833,71.67956644727501,-3.585833106123843,7.0,33.46854684245676,101.47561283382329,0.0,Euro 2020,2021,3788773,N'Golo Kanté,1.0,True,15.0,15.0,19.0,14.333333333333334,15.0,0.6666666666666661,0.0
84a59d92-52cf-4dd5-84ce-3f7a23bd728b,Bernardo Mota Veiga de Carvalho e Silva,Portugal,61,5,Ball Recovery,5,20.10000000000001,3.0,False,0.0,False,70.68850302610308,77.90528117907088,-9.033237173848264,2.0,52.28851533599671,82.94395698301354,0.0,Euro 2020,2021,3788773,Bernardo Carvalho,0.607,True,13.0,14.0,5.0,15.25,14.0,-2.25,0.0
ddc682ef-0512-4891-90a2-a3707ac7acd6,Ozan Tufan,Turkey,42,15,Ball Recovery,15,96.6,12.0,True,0.24875425,True,82.39909756448405,84.16330416293799,-1.796510771432608,2.0,15.080119144698358,98.88503425695922,0.0,Euro 2020,2021,3788765,Ozan Tufan,1.0,True,13.0,12.0,16.0,15.2,13.4,-2.1999999999999993,-1.4000000000000004
7aad380d-fb7d-4902-bede-81c3232afe86,Yann Sommer,Switzerland,72,2,Ball Recovery,14,104.60000000000001,16.0,False,0.0,False,84.0963086456801,93.44587598200901,-12.819802349167809,4.0,23.87534102362803,115.63814249632343,0.0,Euro 2020,2021,3788765,Yann Sommer,1.0,True,10.0,14.0,12.0,14.25,13.25,-4.25,0.75
52e5f0bb-a44e-4899-96c1-1ed97235c370,Merih Demiral,Turkey,78,44,Interception,7,75.5,8.0,True,0.03388203,False,53.532996269988665,65.14109766839367,-3.4928867933475587,5.0,35.69195787222278,76.66250713353953,0.0,Euro 2020,2021,3788765,Merih Demiral,1.0,True,16.0,13.0,14.0,15.2,13.4,0.8000000000000007,-0.40000000000000036
611f85ae-4bdb-4505-b74a-6db685bfb04e,Yusuf Yazıcı,Turkey,80,43,Ball Recovery,8,32.5,5.0,False,0.0,False,87.37441928958457,96.58887136815541,-7.64945744926581,2.0,28.417681711700354,96.58887099454056,0.0,Euro 2020,2021,3788765,Yusuf Yazıcı,1.0,True,13.0,12.0,11.0,15.2,13.4,-2.1999999999999993,-1.4000000000000004
1057d311-752f-4beb-9b7b-184b755a8e20,Dorukhan Toköz,Turkey,88,1,Ball Recovery,5,47.199999999999996,7.0,False,0.0,False,90.48713751898885,91.42320285777808,-0.9436322357844631,1.0,34.235963806426994,99.17822341623184,0.0,Euro 2020,2021,3788765,Dorukhan Toköz,1.0,True,13.0,13.0,13.0,15.2,13.4,-2.1999999999999993,-0.40000000000000036
e72fec32-98a6-498f-b667-835351d6472c,Emil Peter Forsberg,Sweden,77,55,Ball Recovery,10,26.89999999999999,4.0,False,0.0,False,54.647600809489184,64.65001600565913,-13.455805079622294,7.0,37.308158279181576,74.18011863026372,0.0,Euro 2020,2021,3788761,Emil Forsberg,0.812,True,12.0,14.0,14.0,12.75,12.25,-0.75,1.75
bdbbf0a6-b57b-4be6-b3c1-53db56ca6d9b,Nikola Vlašić,Croatia,81,32,Ball Recovery,13,60.49999999999999,9.0,False,0.0,False,94.57519387051472,98.42926359701661,-3.9604274274541424,1.0,14.931615127382884,98.42926394116742,0.0,Euro 2020,2021,3788760,Nikola Vlasic,1.0,True,14.0,15.0,14.0,13.75,13.0,0.25,2.0
